date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:33:55	6406/6406	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc051e-1906%22	https://trishulbiotech.com/img/menu-organic-fertilizer.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-organic-fertilizer.svg	(from https://trishulbiotech.com/)
12:33:55	7786/7786	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0395-1e6a%22	https://trishulbiotech.com/img/menu-bio-fertilizers.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-bio-fertilizers.svg	(from https://trishulbiotech.com/)
12:33:56	6789/6789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0429-1a85%22	https://trishulbiotech.com/img/menu-biostimulant.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-biostimulant.svg	(from https://trishulbiotech.com/)
12:33:56	8425/8425	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0300-20e9%22	https://trishulbiotech.com/img/menu-pant-growth-promoters.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-pant-growth-promoters.svg	(from https://trishulbiotech.com/)
12:33:56	10102/10102	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0293-2776%22	https://trishulbiotech.com/img/menu-bio-pesticides.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-bio-pesticides.svg	(from https://trishulbiotech.com/)
12:33:57	190847/190847	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:35%20GMT	https://trishulbiotech.com/products/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/index.html	(from https://trishulbiotech.com/)
12:33:57	725/725	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%224df2b9f909699a59c111c3c6abeff268%22	https://trishulbiotech.com/comments/feed/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/comments/feed/index.html	(from https://trishulbiotech.com/)
12:33:58	122362/122362	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:37%20GMT	https://trishulbiotech.com/products/organic-fertilizers/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/organic-fertilizers/index.html	(from https://trishulbiotech.com/)
12:33:59	9350/9350	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc03d4-2486%22	https://trishulbiotech.com/img/menu-bio-insecticides.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-bio-insecticides.svg	(from https://trishulbiotech.com/)
12:33:59	125672/125672	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:37%20GMT	https://trishulbiotech.com/products/biostimulant/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/biostimulant/index.html	(from https://trishulbiotech.com/)
12:33:59	117707/117707	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:36%20GMT	https://trishulbiotech.com/products/bio-fertilizers/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/bio-fertilizers/index.html	(from https://trishulbiotech.com/)
12:33:59	121575/121575	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:37%20GMT	https://trishulbiotech.com/products/plant-growth-regulators/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/plant-growth-regulators/index.html	(from https://trishulbiotech.com/)
12:34:00	12087/12087	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc02d6-2f37%22	https://trishulbiotech.com/img/menu-bio-fungicides.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-bio-fungicides.svg	(from https://trishulbiotech.com/)
12:34:00	120040/120040	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:39%20GMT	https://trishulbiotech.com/products/bio-insecticides/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/bio-insecticides/index.html	(from https://trishulbiotech.com/)
12:34:00	11440/11440	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc02e0-2cb0%22	https://trishulbiotech.com/img/menu-bio-nematicide.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-bio-nematicide.svg	(from https://trishulbiotech.com/)
12:34:00	4949/4949	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226389c41d-1355%22	https://trishulbiotech.com/img/menu-Premium.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-Premium.svg	(from https://trishulbiotech.com/)
12:34:02	123628/123628	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:40%20GMT	https://trishulbiotech.com/products/bio-pesticides/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/bio-pesticides/index.html	(from https://trishulbiotech.com/)
12:34:02	25268/25268	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc026c-62b4%22	https://trishulbiotech.com/img/menu-soil-health.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-soil-health.svg	(from https://trishulbiotech.com/)
12:34:02	124529/124529	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:40%20GMT	https://trishulbiotech.com/products/bio-fungicides/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/bio-fungicides/index.html	(from https://trishulbiotech.com/)
12:34:02	121200/121200	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:40%20GMT	https://trishulbiotech.com/products/bio-nematicide/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/bio-nematicide/index.html	(from https://trishulbiotech.com/)
12:34:02	14173/14173	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc02b0-375d%22	https://trishulbiotech.com/img/menu-stess-management.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-stess-management.svg	(from https://trishulbiotech.com/)
12:34:03	157942/157942	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:42%20GMT	https://trishulbiotech.com/our-technology/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/our-technology/index.html	(from https://trishulbiotech.com/)
12:34:03	114681/114681	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:42%20GMT	https://trishulbiotech.com/products/premium-products/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/premium-products/index.html	(from https://trishulbiotech.com/)
12:34:03	21837/21837	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc03a7-554d%22	https://trishulbiotech.com/img/menu-yeild.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-yeild.svg	(from https://trishulbiotech.com/)
12:34:03	161821/161821	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:42%20GMT	https://trishulbiotech.com/our-technology/soil-health/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/our-technology/soil-health/index.html	(from https://trishulbiotech.com/)
12:34:03	15968/15968	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0341-3e60%22	https://trishulbiotech.com/img/menu-water-lab.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-water-lab.svg	(from https://trishulbiotech.com/)
12:34:03	18252/18252	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc027e-474c%22	https://trishulbiotech.com/img/menu-crop-quality.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-crop-quality.svg	(from https://trishulbiotech.com/)
12:34:03	19215/19215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0511-4b0f%22	https://trishulbiotech.com/img/menu-animal-lab.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-animal-lab.svg	(from https://trishulbiotech.com/)
12:34:03	20390/20390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc01c0-4fa6%22	https://trishulbiotech.com/img/menu-soli-health-lab.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-soli-health-lab.svg	(from https://trishulbiotech.com/)
12:34:04	161088/161088	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:43%20GMT	https://trishulbiotech.com/our-technology/stress-management/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/our-technology/stress-management/index.html	(from https://trishulbiotech.com/)
12:34:04	21530/21530	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0507-541a%22	https://trishulbiotech.com/img/menu-food-lab.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-food-lab.svg	(from https://trishulbiotech.com/)
12:34:04	16384/16384	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc01f7-4000%22	https://trishulbiotech.com/img/menu-plant-lab.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-plant-lab.svg	(from https://trishulbiotech.com/)
12:34:04	19709/19709	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc0242-4cfd%22	https://trishulbiotech.com/img/menu-fertilize-lab.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-fertilize-lab.svg	(from https://trishulbiotech.com/)
12:34:05	161061/161061	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:44%20GMT	https://trishulbiotech.com/our-technology/crop-quality/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/our-technology/crop-quality/index.html	(from https://trishulbiotech.com/)
12:34:05	43199/43199	---M--	200	added ('OK')	image/png	etag:%2262dc0314-a8bf%22	https://trishulbiotech.com/img/menu-agriculture-sector.png	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-agriculture-sector.png	(from https://trishulbiotech.com/)
12:34:05	161999/161999	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:44%20GMT	https://trishulbiotech.com/our-technology/yield/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/our-technology/yield/index.html	(from https://trishulbiotech.com/)
12:34:05	160776/160776	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:44%20GMT	https://trishulbiotech.com/lab-services/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/index.html	(from https://trishulbiotech.com/)
12:34:06	36111/36111	---M--	200	added ('OK')	image/png	etag:%2262dc0513-cacc%22	https://trishulbiotech.com/img/menu-food-sector.png	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-food-sector.png	(from https://trishulbiotech.com/)
12:34:06	128239/128239	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:45%20GMT	https://trishulbiotech.com/lab-services/water-analysis/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/water-analysis/index.html	(from https://trishulbiotech.com/)
12:34:06	128539/128539	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:45%20GMT	https://trishulbiotech.com/lab-services/soil-health-analysis/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/soil-health-analysis/index.html	(from https://trishulbiotech.com/)
12:34:07	128442/128442	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:46%20GMT	https://trishulbiotech.com/lab-services/animal-feed-analysis/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/animal-feed-analysis/index.html	(from https://trishulbiotech.com/)
12:34:07	30514/30514	---M--	200	added ('OK')	image/png	etag:%2262dc0413-a7b1%22	https://trishulbiotech.com/img/menu-animal-sector.png	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-animal-sector.png	(from https://trishulbiotech.com/)
12:34:07	127982/127982	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:46%20GMT	https://trishulbiotech.com/lab-services/food-analysis/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/food-analysis/index.html	(from https://trishulbiotech.com/)
12:34:07	129422/129422	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:46%20GMT	https://trishulbiotech.com/lab-services/plant-health-analysis/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/plant-health-analysis/index.html	(from https://trishulbiotech.com/)
12:34:08	159314/159314	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:47%20GMT	https://trishulbiotech.com/sectors/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/sectors/index.html	(from https://trishulbiotech.com/)
12:34:08	24753/24753	---M--	200	added ('OK')	image/png	etag:%2262dc03ca-8f64%22	https://trishulbiotech.com/img/menu-water-setor.png	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/menu-water-setor.png	(from https://trishulbiotech.com/)
12:34:09	128276/128276	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:46%20GMT	https://trishulbiotech.com/lab-services/fertilizer-analysis/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/lab-services/fertilizer-analysis/index.html	(from https://trishulbiotech.com/)
12:34:09	160986/160986	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:47%20GMT	https://trishulbiotech.com/sectors/agriculture/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/sectors/agriculture/index.html	(from https://trishulbiotech.com/)
12:34:09	157589/157589	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:48%20GMT	https://trishulbiotech.com/sectors/food/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/sectors/food/index.html	(from https://trishulbiotech.com/)
12:34:09	162864/162864	---M--	200	added ('OK')	image/jpeg	etag:%226371d481-27c30%22	https://trishulbiotech.com/img/agricultural-biotechnology-company.jpg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/agricultural-biotechnology-company.jpg	(from https://trishulbiotech.com/)
12:34:09	160972/160972	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:48%20GMT	https://trishulbiotech.com/sectors/animal-health/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/sectors/animal-health/index.html	(from https://trishulbiotech.com/)
12:34:10	107718/107718	---M--	200	added ('OK')	image/jpeg	etag:%226371da43-1a4c6%22	https://trishulbiotech.com/img/trishul-biotech.jpg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/trishul-biotech.jpg	(from https://trishulbiotech.com/)
12:34:10	13537/13537	---MCZ	200	added ('OK')	text/javascript	etag:W/%221dc513fc72298e1%22	https://wati-integration-service.clare.ai/ShopifyWidget/shopifyWidget.js?2486	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/wati-integration-service.clare.ai/ShopifyWidget/shopifyWidgetbb03.js	(from https://trishulbiotech.com/)
12:34:10	158693/158693	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:49%20GMT	https://trishulbiotech.com/sectors/water/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/sectors/water/index.html	(from https://trishulbiotech.com/)
12:34:10	804870/804870	---M--	200	added ('OK')	image/jpeg	etag:%226371d53c-d1152%22	https://trishulbiotech.com/img/biotechnology-company-in-india.jpg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/biotechnology-company-in-india.jpg	(from https://trishulbiotech.com/)
12:34:10	100586/100586	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262df669a-188ea%22	https://trishulbiotech.com/wp-content/themes/trishul-child/trishul.js	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/wp-content/themes/trishul-child/trishul.js	(from https://trishulbiotech.com/)
12:34:10	57111/57111	---MCZ	200	added ('OK')	text/css	etag:W/%226731bfca-df17%22	https://trishulbiotech.com/wp-content/themes/trishul-child/trishul.css	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/wp-content/themes/trishul-child/trishul.css	(from https://trishulbiotech.com/)
12:34:11	150733/150733	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:50%20GMT	https://trishulbiotech.com/about-us/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/about-us/index.html	(from https://trishulbiotech.com/)
12:34:11	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	(from https://trishulbiotech.com/)
12:34:11	284/284	---M--	200	added ('OK')	image/webp	etag:W/%2211c-oLOP07L+6FpzsNan2yNHwSwM2aU%22	https://ik.imagekit.io/coworking/img/next-icon.png?tr=f-webp	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/ik.imagekit.io/coworking/img/next-icon2f09.png	(from https://trishulbiotech.com/)
12:34:12	141769/141769	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:50%20GMT	https://trishulbiotech.com/manufacturing/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/manufacturing/index.html	(from https://trishulbiotech.com/)
12:34:12	106273/106273	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:51%20GMT	https://trishulbiotech.com/research-and-development/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/research-and-development/index.html	(from https://trishulbiotech.com/)
12:34:13	2963/2963	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262dc04f9-b93%22	https://trishulbiotech.com/img/owlcaurosel-balcknext.svg	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/img/owlcaurosel-balcknext.svg	(from https://trishulbiotech.com/)
12:34:13	117131/117131	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:51%20GMT	https://trishulbiotech.com/sustainability/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/sustainability/index.html	(from https://trishulbiotech.com/)
12:34:13	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2021%20Mar%202026%2007:02:52%20GMT	https://trishulbiotech.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://trishulbiotech.com/)
12:34:15	29044/29044	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Mar%202026%2007:02:52%20GMT	https://trishulbiotech.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/ea2d291c0fdc/main.js?	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/ea2d291c0fdc/maind41d.js	(from https://trishulbiotech.com/)
12:34:15	147694/147694	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:52%20GMT	https://trishulbiotech.com/contact-us/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/contact-us/index.html	(from https://trishulbiotech.com/)
12:34:16	114038/114038	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2007:02:52%20GMT	https://trishulbiotech.com/blog/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/blog/index.html	(from https://trishulbiotech.com/)
12:35:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Mar%202026%2007:02:53%20GMT	https://trishulbiotech.com/products/plant-growth-regulators/seaweed-extract-powder/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/plant-growth-regulators/seaweed-extract-powder/index.html	(from https://trishulbiotech.com/)
12:35:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Mar%202026%2007:02:55%20GMT	https://trishulbiotech.com/products/plant-growth-regulators/upcrop-seaweed-liquid-concentrate/	D:/Work%20+%20Files/00_Graphic%20design/06_For%20People/Swetha%20Mathiyalagan/trishul/trishulbiotech.com/products/plant-growth-regulators/upcrop-seaweed-liquid-concentrate/index.html	(from https://trishulbiotech.com/)
